AREA,INT_SQFT,DIST_MAINROAD,N_BEDROOM,N_BATHROOM,N_ROOM,PARK_FACIL,BUILDTYPE,QS_ROOMS,QS_BATHROOM,QS_BEDROOM,QS_OVERALL,REG_FEE,COMMIS,SALES_PRICE,SALE_YEAR,SALE_MONTH,BUILD_YEAR,BUILD_AGE
4,850.0,114.0,1.0,1.0,2.0,0,2,3.1,2.9,2.6,2.84,117538.0,67673.0,3561750.0,2011,10,2003,8
0,662.0,138.0,1.0,1.0,2.0,1,0,4.3,2.3,2.1,2.8,265443.0,26544.0,8848105.0,2010,9,1983,27
4,1555.0,113.0,2.0,2.0,4.0,0,0,2.3,2.1,4.3,3.04,297347.0,139928.0,8745500.0,2010,7,1972,38
1,1711.0,7.0,1.0,1.0,4.0,1,1,4.0,2.3,4.5,3.775,302833.0,145808.0,11216030.0,2014,6,1985,29
2,1064.0,68.0,1.0,1.0,3.0,1,0,3.5,3.1,2.4,3.01,422925.0,39649.0,13216400.0,2009,1,1973,36
2,816.0,123.0,1.0,1.0,3.0,1,1,2.8,4.0,2.3,3.13,246834.0,32911.0,8227800.0,2011,8,1979,32
0,1252.0,15.0,2.0,2.0,4.0,1,1,2.8,2.5,2.2,2.44,324132.0,85298.0,8529780.0,2007,8,1995,12
7,1917.0,200.0,3.0,2.0,5.0,0,1,4.0,2.0,3.3,2.89,280961.0,72247.0,8027460.0,2012,2,1984,28
2,1013.0,63.0,1.0,1.0,3.0,1,1,4.3,2.1,3.1,3.06,333797.0,93880.0,10431150.0,2009,5,1992,17
2,1080.0,4.0,1.0,1.0,3.0,0,1,4.1,2.0,3.4,3.05,266211.0,108148.0,8319100.0,2010,11,1996,14
4,627.0,154.0,1.0,1.0,2.0,0,2,3.2,2.9,2.3,2.75,280401.0,118391.0,6231125.0,2009,10,1999,10
2,1058.0,200.0,1.0,1.0,3.0,1,0,2.2,5.0,2.0,3.26,402503.0,48788.0,12197050.0,2014,7,1987,27
2,951.0,117.0,1.0,1.0,3.0,0,0,2.0,4.1,4.3,3.53,325398.0,162699.0,11621350.0,2010,11,1985,25
1,1823.0,45.0,2.0,1.0,5.0,0,2,4.0,3.7,2.0,3.5032537884152384,497660.0,134503.0,13450260.0,2012,2,1991,21
4,575.0,86.0,1.0,1.0,2.0,0,1,4.6,3.0,3.4,3.64,131183.0,43728.0,3975250.0,2011,11,2002,9
2,737.0,93.0,1.0,1.0,2.0,1,0,3.5,3.3,2.4,3.09,312030.0,113465.0,9455450.0,2014,10,1987,27
0,706.0,23.0,1.0,1.0,2.0,0,2,3.9,4.0,4.5,4.22,197132.0,5055.0,5054675.0,2006,12,1981,25
4,1109.0,7.0,1.0,1.0,3.0,0,1,3.9,4.8,5.0,4.61,176987.0,130138.0,5205500.0,2012,2,1988,24
2,1211.0,170.0,2.0,1.0,4.0,0,1,3.4,3.1,2.9,3.13,239519.0,27637.0,9212250.0,2011,10,2000,11
4,1450.0,114.0,2.0,2.0,4.0,0,1,2.0,3.3,2.7,2.67,282500.0,117134.0,6890250.0,2011,9,1972,39
0,1277.0,48.0,2.0,2.0,4.0,0,0,4.6,4.4,3.5,4.01,503434.0,176882.0,13606320.0,2007,6,1979,28
5,1568.0,120.0,1.0,1.0,4.0,0,2,3.9,2.0,3.2,3.11,320072.0,153635.0,12802880.0,2010,8,1993,17
0,995.0,16.0,1.0,1.0,3.0,0,0,2.8,4.3,2.5,2.95,389504.0,48688.0,12171985.0,2009,5,1970,39
4,1304.0,80.0,1.0,1.0,3.0,1,2,3.2,2.4,4.7,3.56,295746.0,154595.0,6721500.0,2009,12,1971,38
4,561.0,115.0,1.0,1.0,2.0,0,1,3.0,4.0,4.8,4.02,235188.0,79964.0,4703750.0,2010,12,1976,34
4,831.0,63.0,1.0,1.0,2.0,0,1,3.4,2.8,3.4,3.22,304163.0,66916.0,6083250.0,2010,2,1977,33
1,1811.0,143.0,2.0,1.0,5.0,1,1,3.8,2.0,3.5,3.23,432321.0,216161.0,13510040.0,2013,7,1986,27
3,1563.0,122.0,2.0,1.0,4.0,0,0,5.0,5.0,2.7,4.08,429046.0,221443.0,13840180.0,2009,12,1990,19
2,1107.0,36.0,1.0,1.0,3.0,0,0,3.4,3.7,4.4,3.82,358626.0,39847.0,13282450.0,2008,6,2001,7
2,910.0,10.0,1.0,1.0,3.0,0,1,3.9,3.5,2.6,3.35,243280.0,102021.0,7847750.0,2013,6,1992,21
5,1512.0,163.0,1.0,1.0,4.0,1,0,2.1,4.4,4.0,3.53,537406.0,148250.0,18531240.0,2010,10,2003,7
2,1061.0,141.0,1.0,1.0,3.0,1,2,3.7,3.0,2.3,3.0,304066.0,73395.0,10485020.0,2010,2,1975,35
7,1851.0,100.0,3.0,2.0,5.0,0,2,4.7,3.7,4.7,4.25,356633.0,200606.0,11144770.0,2006,9,1990,16
1,1655.0,157.0,1.0,1.0,4.0,1,0,2.0,4.9,4.6,3.765,658772.0,144106.0,20586630.0,2013,5,1989,24
4,895.0,44.0,1.0,1.0,3.0,0,1,2.4,3.8,4.1,3.5,168563.0,48938.0,5437500.0,2011,10,1963,48
4,1192.0,146.0,1.0,1.0,3.0,0,2,5.0,4.7,2.5,3.91,414228.0,120817.0,8629750.0,2009,12,2001,8
7,1670.0,197.0,2.0,1.0,4.0,0,2,4.6,3.3,2.8,3.48,252573.0,57033.0,8147530.0,2009,10,1970,39
1,1532.0,153.0,1.0,1.0,4.0,0,1,4.5,4.1,4.1,4.24,395546.0,67808.0,11301300.0,2011,7,1986,25
7,1896.0,188.0,3.0,2.0,5.0,0,2,2.2,4.4,2.7,3.34,386563.0,109030.0,9911860.0,2006,4,1993,13
4,1296.0,166.0,1.0,1.0,3.0,1,2,3.7,2.7,2.0,2.72,281102.0,78447.0,6537250.0,2011,7,2000,11
3,2045.0,161.0,3.0,2.0,5.0,1,0,3.1,2.0,4.5,3.33,559590.0,406974.0,16957260.0,2009,11,1996,13
0,722.0,22.0,1.0,1.0,2.0,0,1,3.0,2.2,2.7,2.69,201816.0,10622.0,5310935.0,2012,3,2003,9
0,637.0,197.0,1.0,1.0,2.0,1,0,3.0,2.6,4.3,3.57,391348.0,42308.0,10576965.0,2011,8,2000,11
7,1519.0,109.0,2.0,1.0,4.0,1,0,3.4,4.0,4.0,3.85,405836.0,114141.0,12682380.0,2007,1,1963,44
4,1107.0,41.0,1.0,1.0,3.0,0,1,3.2,3.0,2.2,2.74,178480.0,89240.0,4462000.0,2010,11,1964,46
1,1788.0,113.0,1.0,1.0,4.0,1,1,4.0,3.7,3.2,3.605,516103.0,176561.0,13581650.0,2007,7,1982,25
4,923.0,75.0,1.0,1.0,3.0,1,0,3.9,3.6,2.4,3.21,257136.0,80814.0,7346750.0,2010,2,1997,13
2,1261.0,181.0,2.0,1.0,4.0,1,1,2.1,2.0,3.2,2.39,294683.0,127696.0,9822750.0,2011,2,1990,21
5,1773.0,182.0,1.0,1.0,4.0,0,2,2.6,3.4,2.6,2.8,423038.0,267924.0,14101250.0,2010,6,1977,33
2,1104.0,124.0,1.0,1.0,3.0,1,2,2.6,3.7,4.7,3.67,281829.0,145773.0,9718230.0,2010,5,2005,5
2,883.0,31.0,1.0,1.0,3.0,0,1,3.4,3.6,5.0,3.96,210096.0,108939.0,7781350.0,2013,10,1976,37
4,1639.0,7.0,2.0,2.0,4.0,1,2,3.0,3.9,2.8,3.19,272602.0,193460.0,8793625.0,2010,1,1972,38
4,910.0,190.0,1.0,1.0,3.0,0,2,4.4,3.7,4.5,4.23,173685.0,140069.0,5602750.0,2011,12,1961,50
4,1572.0,152.0,2.0,2.0,4.0,1,2,3.4,3.9,4.9,4.15,308867.0,147719.0,6714500.0,2012,1,1964,48
3,1854.0,139.0,3.0,2.0,5.0,1,2,3.1,3.0,4.9,3.79,437922.0,229909.0,10948060.0,2011,11,2002,9
4,1219.0,27.0,1.0,1.0,3.0,1,2,3.8,3.2,2.5,3.1,279362.0,89158.0,5943875.0,2009,10,1974,35
0,1033.0,18.0,1.0,1.0,3.0,1,1,3.2,4.7,3.8,3.8,264785.0,40119.0,8023795.0,2010,6,1977,33
0,861.0,153.0,1.0,1.0,3.0,1,1,3.0,2.5,3.5,3.15,235199.0,98632.0,7587075.0,2008,6,2003,5
2,963.0,170.0,1.0,1.0,3.0,1,1,3.6,2.1,3.2,2.88,222432.0,103272.0,7944000.0,2007,2,1971,36
7,1537.0,71.0,2.0,1.0,4.0,0,2,2.5,4.8,4.5,4.14,298736.0,97089.0,7468400.0,2005,2,1960,45
4,1579.0,118.0,2.0,2.0,4.0,0,0,4.0,2.8,2.4,3.0,345710.0,93435.0,9343500.0,2011,4,1965,46
5,1925.0,35.0,2.0,1.0,5.0,1,1,3.1,4.0,3.0,3.28,317209.0,203013.0,12688340.0,2008,3,1981,27
4,1584.0,86.0,2.0,2.0,4.0,0,0,3.5,3.1,4.2,3.66,482782.0,209905.0,10495250.0,2012,2,2001,11
5,1829.0,31.0,2.0,1.0,5.0,1,1,2.6,4.6,2.4,3.01,512246.0,227665.0,14229060.0,2007,4,1999,8
7,1761.0,5.0,2.0,1.0,4.0,0,0,2.9,4.2,3.2,3.58,386251.0,159044.0,11360310.0,2008,12,1956,52
4,1204.0,150.0,1.0,1.0,3.0,1,2,3.3,4.7,2.6,3.44,268281.0,149045.0,7452250.0,2010,8,1989,21
2,1165.0,108.0,1.0,1.0,3.0,0,1,4.2,3.0,3.5,3.51,262280.0,98355.0,8196250.0,2012,11,1973,39
2,1109.0,48.0,1.0,1.0,3.0,0,1,2.2,3.0,4.3,3.15,235275.0,34856.0,8713900.0,2007,5,1989,18
2,818.0,66.0,1.0,1.0,3.0,1,0,5.0,4.7,4.4,4.7,305559.0,188036.0,11752250.0,2013,3,2006,7
5,1600.0,153.0,1.0,1.0,4.0,0,1,2.4,4.5,2.1,2.79,415246.0,195410.0,12213120.0,2014,12,2003,11
4,1170.0,160.0,1.0,1.0,3.0,0,2,3.3,3.9,2.9,3.32,407803.0,141483.0,8322500.0,2010,6,1981,29
2,1288.0,78.0,2.0,1.0,4.0,0,1,2.5,3.1,2.9,2.86,232310.0,151895.0,8935000.0,2009,4,1981,28
1,1598.0,104.0,1.0,1.0,4.0,1,1,3.9,2.9,4.4,3.85,454192.0,66793.0,13358600.0,2011,1,1986,25
2,722.0,142.0,1.0,1.0,2.0,0,2,2.3,2.1,4.5,2.88,168850.0,32471.0,6494240.0,2012,11,1978,34
2,798.0,172.0,1.0,1.0,2.0,0,1,4.4,3.5,3.5,3.77,194585.0,71348.0,6486150.0,2013,6,1988,25
4,933.0,15.0,1.0,1.0,3.0,1,0,2.0,4.5,3.0,3.15,349800.0,139920.0,8745000.0,2010,1,1990,20
2,1086.0,124.0,1.0,1.0,3.0,1,0,2.5,4.0,3.1,3.28,434676.0,182283.0,14021800.0,2012,4,2008,4
3,1952.0,0.0,3.0,2.0,5.0,0,1,4.4,4.5,4.3,4.39,483558.0,145067.0,9671160.0,2011,8,1983,28
2,1052.0,113.0,1.0,1.0,3.0,0,2,3.6,4.1,4.7,4.13,196787.0,47229.0,7871490.0,2011,8,1976,35
7,1786.0,22.0,2.0,1.0,4.0,0,0,3.4,4.0,2.1,3.28,454563.0,113641.0,14205080.0,2012,3,1998,14
4,1652.0,107.0,2.0,2.0,4.0,0,2,3.3,2.0,2.9,2.75,224464.0,105218.0,7014500.0,2009,11,2001,8
4,1607.0,105.0,2.0,2.0,4.0,1,1,2.5,2.4,4.1,3.11,186818.0,137000.0,6227250.0,2011,4,1966,45
2,1229.0,20.0,2.0,1.0,4.0,0,1,2.9,5.0,3.0,3.77,222515.0,79470.0,7946950.0,2008,6,1983,25
5,1902.0,130.0,2.0,1.0,5.0,0,0,3.4,2.0,3.2,2.96,544913.0,262366.0,20181980.0,2011,3,1982,29
7,1677.0,22.0,2.0,1.0,4.0,0,0,2.8,3.9,4.6,3.84,406252.0,165040.0,12695370.0,2010,7,1984,26
2,979.0,9.0,1.0,1.0,3.0,1,1,3.6,4.4,4.9,4.31,250856.0,98551.0,8959150.0,2014,9,2005,9
0,655.0,25.0,1.0,1.0,2.0,0,0,3.8,4.8,3.9,4.05,253588.0,47548.0,7924640.0,2008,12,1973,35
2,947.0,110.0,1.0,1.0,3.0,1,0,3.0,3.3,2.9,3.09,320431.0,189885.0,11867800.0,2006,12,1966,40
7,1882.0,179.0,3.0,2.0,5.0,0,0,2.1,3.0,4.6,3.26,434072.0,210835.0,12402070.0,2011,8,1960,51
2,963.0,97.0,1.0,1.0,3.0,1,1,3.8,4.5,2.8,3.78,223031.0,107385.0,8260400.0,2015,1,1999,16
2,1055.0,7.0,1.0,1.0,3.0,1,0,3.2,4.8,2.6,3.66,350001.0,181035.0,12069000.0,2007,1,1987,20
4,1390.0,6.0,2.0,2.0,4.0,0,2,3.5,4.5,2.4,3.36,291085.0,106929.0,5940500.0,2010,1,1971,39
7,1599.0,65.0,2.0,1.0,4.0,1,2,3.6,4.4,3.2,3.84,295614.0,55927.0,7989570.0,2009,2,1978,31
4,1591.0,184.0,2.0,2.0,4.0,0,1,4.1,4.8,4.2,4.35,395595.0,87910.0,8791000.0,2009,11,1987,22
4,1265.0,81.0,1.0,1.0,3.0,1,0,3.9,4.1,2.8,3.52,401080.0,90243.0,10027000.0,2009,11,1985,24
0,870.0,5.0,1.0,1.0,3.0,1,0,2.9,3.2,2.6,2.81,411107.0,44444.0,11111010.0,2009,8,1975,34
0,1122.0,178.0,1.0,1.0,3.0,1,2,4.2,2.9,4.6,4.14,292369.0,17198.0,8599095.0,2009,11,1996,13
0,613.0,172.0,1.0,1.0,2.0,1,2,2.5,2.5,4.6,3.55,241316.0,73735.0,6703210.0,2011,5,1977,34
7,1670.0,52.0,2.0,1.0,4.0,1,1,4.9,4.0,4.8,4.47,309829.0,81534.0,8153390.0,2006,5,1994,12
3,1338.0,116.0,2.0,1.0,4.0,0,0,3.6,3.2,2.9,3.2,411103.0,231246.0,12846980.0,2009,12,2000,9
3,1319.0,129.0,1.0,1.0,3.0,0,2,3.2,3.1,3.0,3.09,375685.0,86095.0,7826780.0,2010,12,1980,30
3,1710.0,130.0,2.0,1.0,4.0,1,1,2.4,3.5,2.8,2.89,395213.0,197607.0,10978140.0,2011,1,2004,7
1,1938.0,71.0,2.0,1.0,5.0,1,1,3.5,4.9,2.8,3.57,342263.0,118022.0,11802180.0,2008,4,1964,44
4,1058.0,39.0,1.0,1.0,3.0,1,2,2.5,4.2,4.9,3.97,260044.0,159382.0,8388500.0,2011,9,1994,17
2,1251.0,133.0,2.0,1.0,4.0,0,0,3.4,3.3,2.2,3.0,370236.0,213598.0,14239850.0,2011,2,1976,35
1,1710.0,32.0,1.0,1.0,4.0,0,0,3.5,3.5,3.8,3.62,603899.0,347700.0,18299980.0,2013,7,1974,39
0,617.0,89.0,1.0,1.0,2.0,0,2,3.2,3.5,4.6,3.96,186882.0,54097.0,4917940.0,2011,5,1975,36
0,916.0,107.0,1.0,1.0,3.0,0,2,2.5,2.3,2.0,2.21,228552.0,30885.0,6177070.0,2007,5,1969,38
2,1027.0,47.0,1.0,1.0,3.0,0,1,2.9,2.8,4.0,3.19,207122.0,61370.0,7671200.0,2014,3,1978,36
0,1223.0,99.0,2.0,2.0,4.0,0,2,4.0,3.6,4.4,4.12,248308.0,27590.0,6897450.0,2008,1,1978,30
3,1422.0,113.0,2.0,1.0,4.0,1,0,4.0,4.0,4.6,4.24,683088.0,153346.0,13940580.0,2011,10,1992,19
2,1081.0,93.0,1.0,1.0,3.0,1,0,2.9,4.9,3.0,3.73,358733.0,49480.0,12370100.0,2008,4,1982,26
7,1603.0,138.0,2.0,1.0,4.0,1,0,3.8,2.5,4.3,3.37,564106.0,155129.0,14102650.0,2004,9,1979,25
1,1762.0,3.0,1.0,1.0,4.0,1,2,3.7,4.9,2.4,3.48,411112.0,249604.0,14682580.0,2006,12,1991,15
0,1219.0,108.0,2.0,2.0,4.0,0,1,2.2,3.7,2.7,2.75,281210.0,59202.0,7400260.0,2010,2,1986,24
3,1953.0,30.0,3.0,2.0,5.0,1,1,4.9,4.8,3.5,4.31,483582.0,216069.0,10288980.0,2008,11,1979,29
4,1208.0,198.0,1.0,1.0,3.0,0,2,4.0,4.8,4.1,4.28,229599.0,51022.0,6377750.0,2009,10,1988,21
4,849.0,173.0,1.0,1.0,2.0,1,0,2.8,2.5,4.6,3.43,214634.0,145193.0,6312750.0,2009,9,1972,37
4,522.0,95.0,1.0,1.0,2.0,0,1,4.8,4.4,2.3,3.68,205049.0,109069.0,4362750.0,2009,10,1992,17
4,1610.0,195.0,2.0,2.0,4.0,0,0,3.8,3.6,3.6,3.66,525851.0,225365.0,12520250.0,2011,11,1980,31
3,1945.0,72.0,3.0,2.0,5.0,1,1,2.3,3.2,2.5,2.65,509220.0,108345.0,10834460.0,2010,4,1987,23
0,884.0,161.0,1.0,1.0,3.0,1,2,2.1,3.0,3.0,2.73,282790.0,113116.0,9426345.0,2009,3,1986,23
4,668.0,43.0,1.0,1.0,2.0,0,1,4.9,4.6,5.0,4.85,204068.0,78488.0,5232500.0,2011,12,1961,50
4,740.0,150.0,1.0,1.0,2.0,0,1,2.1,4.8,4.0,3.67,211320.0,95094.0,5283000.0,2009,8,1977,32
0,1158.0,188.0,1.0,1.0,3.0,1,2,3.6,2.1,3.2,3.1,385410.0,62499.0,10416480.0,2011,9,1979,32
7,1840.0,21.0,3.0,2.0,5.0,1,0,2.8,2.1,2.5,2.4,518607.0,235731.0,15715370.0,2010,6,1964,46
2,829.0,18.0,1.0,1.0,3.0,1,1,2.0,2.4,3.2,2.52,293758.0,128519.0,9179950.0,2011,7,1978,33
1,1650.0,22.0,1.0,1.0,4.0,0,0,3.6,2.3,2.4,2.795,547681.0,239610.0,17115030.0,2010,2,1981,29
1,1663.0,64.0,1.0,1.0,4.0,0,2,4.9,2.0,4.8,4.135,411826.0,154435.0,12869560.0,2009,12,1988,21
7,1913.0,164.0,3.0,2.0,5.0,0,1,4.0,4.0,4.8,4.24,267167.0,119522.0,7030720.0,2011,10,1995,16
7,1963.0,195.0,3.0,2.0,5.0,0,1,2.2,2.2,3.8,2.68,336842.0,103644.0,8636980.0,2011,4,2002,9
5,1806.0,48.0,2.0,1.0,5.0,0,2,4.8,3.9,4.5,4.44,439164.0,102472.0,14638800.0,2008,4,1987,21
7,1630.0,78.0,2.0,1.0,4.0,0,1,4.6,4.6,2.6,4.0,283900.0,94633.0,7279480.0,2008,10,1984,24
4,1016.0,69.0,1.0,1.0,3.0,0,1,3.0,2.2,3.0,2.76,170003.0,80528.0,4473750.0,2010,5,1977,33
5,1823.0,0.0,2.0,1.0,5.0,1,0,2.6,3.4,2.5,2.755,513194.0,164222.0,20527770.0,2007,6,1981,26
2,1185.0,92.0,1.0,1.0,3.0,0,0,3.2,3.6,3.2,3.36,384019.0,99102.0,12387700.0,2014,6,1984,30
4,1478.0,71.0,2.0,2.0,4.0,0,1,4.9,4.9,4.6,4.78,182809.0,62423.0,4458750.0,2009,12,1960,49
2,875.0,176.0,1.0,1.0,3.0,1,1,2.1,2.7,2.6,2.49,239050.0,68300.0,8537500.0,2007,5,1981,26
3,2087.0,31.0,3.0,2.0,5.0,1,1,5.0,4.4,3.3,4.14,369686.0,254159.0,11552700.0,2011,1,2006,5
1,1970.0,180.0,2.0,1.0,5.0,1,1,2.1,2.3,3.3,2.63,383698.0,68518.0,13703500.0,2008,6,1998,10
7,1645.0,35.0,2.0,1.0,4.0,1,0,5.0,3.0,2.8,3.44,459380.0,194888.0,13920600.0,2006,1,1996,10
6,1856.0,76.0,2.0,1.0,5.0,0,0,3.8,3.7,3.5,3.64,684272.0,136854.0,19550620.0,2013,8,1972,41
7,1782.0,110.0,2.0,1.0,4.0,1,0,4.1,2.1,4.1,3.2,642746.0,208892.0,16068640.0,2005,12,1973,32
4,1465.0,192.0,2.0,2.0,4.0,1,1,2.5,3.0,3.5,3.05,300659.0,83161.0,6397000.0,2011,12,1977,34
3,2439.0,162.0,4.0,2.0,6.0,0,1,4.0,4.0,4.1,4.04,366951.0,111197.0,11119720.0,2011,2,1985,26
3,1693.0,119.0,2.0,1.0,4.0,0,2,3.9,4.7,3.3,3.9,411540.0,182907.0,11431660.0,2010,11,2000,10
1,1737.0,174.0,1.0,1.0,4.0,0,2,3.1,2.1,4.0,3.21,319831.0,115139.0,12793250.0,2009,12,1988,21
4,1111.0,91.0,1.0,1.0,3.0,1,1,3.4,2.6,3.3,3.12,284831.0,129469.0,8631250.0,2012,2,1971,41
3,2485.0,50.0,4.0,2.0,6.0,0,0,3.2,2.9,2.8,2.95,740382.0,379683.0,18984160.0,2011,12,2003,8
7,1568.0,110.0,2.0,1.0,4.0,1,2,2.6,4.7,3.9,3.94,471795.0,161404.0,12415670.0,2004,7,1993,11
4,512.0,4.0,1.0,1.0,2.0,0,0,3.2,3.5,3.5,3.41,167824.0,41956.0,5244500.0,2011,12,1985,26
2,958.0,51.0,1.0,1.0,3.0,0,0,4.5,2.7,3.5,3.48,353778.0,96485.0,10720550.0,2010,7,2001,9
5,1565.0,35.0,1.0,1.0,4.0,1,0,3.4,2.2,2.6,2.74,787401.0,255905.0,19685020.0,2010,7,1979,31
3,1706.0,67.0,2.0,1.0,4.0,1,0,3.8,4.5,4.0,4.09,662406.0,244802.0,14400140.0,2012,1,1985,27
7,1616.0,33.0,2.0,1.0,4.0,1,1,5.0,3.6,2.8,3.71,373484.0,80753.0,10094160.0,2011,6,1958,53
1,1531.0,35.0,1.0,1.0,4.0,0,0,4.3,3.2,3.3,3.625,681741.0,139844.0,17480550.0,2014,1,1994,20
1,1636.0,5.0,1.0,1.0,4.0,1,2,4.4,3.9,2.4,3.475,521841.0,214088.0,13380530.0,2009,9,1989,20
3,1997.0,58.0,3.0,2.0,5.0,1,0,3.1,3.2,2.1,2.73,625841.0,345860.0,16469500.0,2008,10,1993,15
2,915.0,125.0,1.0,1.0,3.0,1,2,3.5,2.5,3.5,3.1,243999.0,40667.0,8133300.0,2013,1,1976,37
0,1046.0,138.0,1.0,1.0,3.0,0,0,4.0,2.0,2.2,2.7,408888.0,129123.0,10760220.0,2010,12,1982,28
3,1465.0,11.0,2.0,1.0,4.0,0,1,4.7,3.0,2.2,3.19,507409.0,182667.0,10148180.0,2008,9,1999,9
3,1399.0,184.0,2.0,1.0,4.0,1,2,4.4,3.2,3.1,3.52,427814.0,106953.0,10695340.0,2010,11,1982,28
2,1126.0,96.0,1.0,1.0,3.0,0,2,2.0,3.5,3.8,3.14,293130.0,79944.0,8882720.0,2012,10,1994,18
4,1368.0,144.0,2.0,2.0,4.0,0,1,2.5,2.1,2.6,2.42,311639.0,108396.0,6774750.0,2009,10,1972,37
2,709.0,156.0,1.0,1.0,2.0,0,1,4.2,3.8,5.0,4.28,199494.0,19306.0,6435300.0,2007,7,1993,14
5,1550.0,39.0,1.0,1.0,4.0,0,1,2.6,2.2,2.9,2.635,399932.0,144420.0,11109230.0,2008,7,1989,19
7,1882.0,99.0,3.0,2.0,5.0,1,0,3.9,4.1,4.9,4.29,512612.0,199349.0,14239220.0,2010,5,1994,16
1,1538.0,62.0,1.0,1.0,4.0,1,1,3.5,3.5,3.4,3.46,294136.0,90503.0,11312920.0,2007,5,1971,36
7,1881.0,169.0,3.0,2.0,5.0,0,0,2.6,2.9,3.3,2.95,565335.0,260924.0,14495770.0,2009,3,1968,41
0,641.0,168.0,1.0,1.0,2.0,0,0,2.1,2.3,3.0,2.59,348175.0,89531.0,9947855.0,2010,2,1993,17
1,1912.0,53.0,2.0,1.0,5.0,0,1,4.6,2.4,4.0,3.81,358580.0,74189.0,12364840.0,2008,1,1991,17
2,1194.0,116.0,1.0,1.0,3.0,1,0,2.6,4.5,3.6,3.66,424193.0,150520.0,13683650.0,2011,7,1976,35
4,1502.0,114.0,2.0,2.0,4.0,1,1,5.0,2.9,4.3,4.09,391787.0,233206.0,9328250.0,2011,4,1980,31
1,1649.0,145.0,1.0,1.0,4.0,0,0,4.3,4.2,3.2,3.835,564110.0,131626.0,18803650.0,2012,8,2002,10
4,854.0,118.0,1.0,1.0,2.0,0,1,2.1,3.1,4.8,3.48,280525.0,98563.0,7581750.0,2011,6,2006,5
3,2388.0,147.0,4.0,2.0,6.0,1,1,3.3,2.9,2.3,2.78,600726.0,240290.0,12014520.0,2011,12,2005,6
4,1381.0,138.0,2.0,2.0,4.0,0,1,2.7,4.2,2.8,3.19,281733.0,107721.0,8286250.0,2010,9,2005,5
2,838.0,33.0,1.0,1.0,3.0,1,0,2.8,4.4,4.3,3.89,402420.0,195113.0,12194550.0,2007,12,1970,37
3,1684.0,71.0,2.0,1.0,4.0,1,0,2.2,3.9,3.1,3.07,674768.0,299897.0,14994840.0,2009,6,1987,22
1,1740.0,36.0,1.0,1.0,4.0,1,1,4.4,4.1,2.3,3.485,479359.0,219136.0,13695970.0,2014,3,1983,31
5,1918.0,78.0,2.0,1.0,5.0,1,0,4.1,3.0,4.7,4.095,746911.0,207475.0,20747530.0,2009,3,1965,44
4,669.0,154.0,1.0,1.0,2.0,0,2,4.6,4.6,4.4,4.52,168634.0,127753.0,5110125.0,2009,10,1972,37
2,965.0,92.0,1.0,1.0,3.0,0,2,3.8,4.3,3.9,4.03,250258.0,163630.0,9625300.0,2012,12,1986,26
7,1899.0,91.0,3.0,2.0,5.0,0,1,3.0,4.9,3.0,3.86,295169.0,75901.0,8433410.0,2006,6,1988,18
7,1553.0,52.0,2.0,1.0,4.0,0,1,4.2,3.5,2.1,3.26,216526.0,87964.0,6766430.0,2007,8,1988,19
4,976.0,90.0,1.0,1.0,3.0,1,1,3.1,2.7,2.5,2.74,262029.0,165492.0,6895500.0,2010,7,1992,18
1,1628.0,133.0,1.0,1.0,4.0,0,1,2.8,2.9,2.3,2.625,493410.0,151819.0,12651550.0,2007,2,1997,10
2,894.0,117.0,1.0,1.0,3.0,1,2,3.6,3.8,5.0,4.1,235008.0,153659.0,9038780.0,2007,2,1979,28
1,1734.0,86.0,1.0,1.0,4.0,0,1,3.1,4.9,2.3,3.23,409406.0,199454.0,10497580.0,2014,1,1990,24
4,662.0,140.0,1.0,1.0,2.0,0,0,3.7,2.7,2.4,2.88,248602.0,111617.0,5073500.0,2011,9,1961,50
0,994.0,106.0,1.0,1.0,3.0,0,0,2.9,4.9,2.8,3.25,433395.0,54174.0,10834880.0,2007,4,1995,12
2,1033.0,4.0,1.0,1.0,3.0,0,0,4.2,2.5,4.7,3.67,304689.0,117188.0,11718800.0,2011,11,1983,28
4,1462.0,182.0,2.0,2.0,4.0,0,1,4.0,2.6,2.9,3.14,213714.0,95953.0,4361500.0,2010,12,1981,29
1,1662.0,18.0,1.0,1.0,4.0,1,0,3.8,4.3,3.3,3.725,610395.0,362422.0,19074830.0,2014,11,2000,14
3,1865.0,103.0,3.0,2.0,5.0,0,1,4.7,4.0,4.1,4.25,414093.0,128172.0,9859360.0,2009,1,1991,18
4,1042.0,47.0,1.0,1.0,3.0,1,2,2.3,3.0,3.1,2.83,163223.0,126366.0,5265250.0,2010,5,1972,38
2,828.0,116.0,1.0,1.0,3.0,0,2,4.9,3.4,2.7,3.64,249251.0,105743.0,7553060.0,2011,7,1989,22
2,850.0,122.0,1.0,1.0,3.0,0,1,2.2,2.0,4.8,2.9,213713.0,85485.0,7123750.0,2014,8,2005,9
4,1562.0,8.0,2.0,2.0,4.0,1,0,3.2,3.1,4.2,3.57,488437.0,249898.0,11359000.0,2010,4,1962,48
3,1425.0,182.0,2.0,1.0,4.0,1,1,2.1,4.2,2.7,2.97,292863.0,234290.0,9762100.0,2011,5,2006,5
1,1813.0,169.0,2.0,1.0,5.0,0,2,3.5,4.5,3.1,3.59,321634.0,136076.0,12370550.0,2011,9,1968,43
